0;2983923.60846217;-154813.66110928074
1;2986772.1481662234;-154548.7043975203
2;2987579.169897449;-153563.9804723181
3;2984799.5225735805;-153895.41163640833
4;2984326.3493806142;-153908.11307182556
5;2988928.890769098;-153923.58288919597
6;2987649.932303415;-151757.389555852
7;2987365.8078656895;-151588.90694080683
8;2987204.3012042483;-151311.70824694063
9;2987147.5949255717;-151379.15923181956
10;2987928.309649552;-153460.78967719906
11;2986888.378800411;-151075.04997092581
12;2987383.8593754927;-150496.61026821373
13;2987615.094061151;-150638.65135793964
14;2986468.981946614;-151524.26900989682
15;2986607.9395416575;-155750.26715600444
16;2986218.7397489115;-156102.3904341008
17;2981844.7208622075;-154710.67534927168
18;2989713.5706961923;-153842.96004553788
19;2979328.3088565785;-153318.07874498004
20;2984771.6127120154;-155511.9460716765
21;2986235.8031873205;-156125.4392600785
22;2984151.712413889;-155704.88226708994
23;2983008.3916676557;-155741.29667606542
24;2982985.7258963697;-155424.57316438848
25;2975772.8594840136;-152316.66411425188
26;2972714.791778778;-153108.033551476
27;2986870.745665723;-146364.3275115818
28;2986756.897160229;-147022.24778634022
29;2977210.2619967773;-149585.8536651858
30;2986726.084322288;-151549.73389584033
31;2988291.657130514;-152589.4089769859
32;2996712.1871767747;-150420.79067912034
33;2988448.4924122086;-153195.69800703265
34;2986879.730692463;-154268.32477267119
35;2996072.0615249905;-153485.58635834605
36;2996147.508272221;-154036.90278689677
37;2996145.0757625895;-154092.1670484336
38;2996051.269175225;-153508.7213082255
39;2988553.3883925644;-153183.80000164415
40;2985731.5437730127;-154119.89105743702
41;2996473.1504495298;-157671.54721652914
42;2989005.8681100495;-152647.36667909203
43;2983164.846857887;-157419.09419083133
44;2997454.5132765453;-145191.4310771087
45;2997476.042809828;-145232.51984447255
46;2976589.7565519954;-150359.8905685564
47;2977801.4068961213;-150437.7708730242
48;2977946.2626195718;-150483.73673337884
49;2977859.6342876805;-150394.86598646527
50;2979985.347260645;-150495.6438560754
51;2980067.3235863117;-150531.49004664976
52;2977760.3721210063;-153629.5778259533
53;2978777.2309639514;-153914.75932229412
54;2983750.4536090917;-153934.27375839945
55;2991200.322245548;-154097.94993862713
56;2990508.167055623;-156268.84193046388
57;2992657.155843041;-154273.74451797697
